baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene
5.708148135,0.238488825,0.432115997,0.551909271,0.581010516,0.99864796,SAMD11
2.259564298,0.234244354,1.053972535,0.222249012,0.824120042,0.99864796,NOC2L
3.307839641,-0.736981251,0.41842794,-1.761309848,0.078185974,0.99864796,KLHL17
1.429824452,-0.447316592,0.571846901,-0.782231382,0.434078605,0.99864796,PLEKHN1
2.262669437,0.301605474,0.653449857,0.461558712,0.644397809,0.99864796,HES4
59.51251718,0.167496631,0.434099264,0.385848688,0.699608735,0.99864796,ISG15
1.520093799,0.460418225,0.589603661,0.780894448,0.434864578,0.99864796,AGRN
0.360221816,-0.085125071,1.068402743,-0.079675077,0.936495682,0.99864796,RNF223
2.008043267,-0.318959695,0.465087835,-0.685805285,0.492835903,0.99864796,C1orf159
1.721498577,0.393229191,0.525004426,0.74900167,0.453856199,0.99864796,TNFRSF18
1.590613555,-0.229161527,0.575442326,-0.398235438,0.690456646,0.99864796,TNFRSF4
79.0653985,-0.12350006,0.086124888,-1.433964826,0.151582301,0.99864796,SDF4
13.75055303,0.015496949,0.175981806,0.088059951,0.929829027,0.99864796,B3GALT6
23.62428492,-0.353948687,0.135185779,-2.61823906,0.008838486,0.99864796,UBE2J2
0.572047688,-0.480362456,0.975528632,-0.492412463,0.622427791,0.99864796,SCNN1D
3.911951686,0.241431858,0.351440781,0.686977355,0.492096998,0.99864796,ACAP3
3.575271619,0.438077737,0.554888208,0.789488281,0.429826677,0.99864796,PUSL1
9.786028011,-0.200317687,0.244491131,-0.819324963,0.412601034,0.99864796,INTS11
11.48872319,-0.470362077,0.200803032,-2.342405254,0.019159898,0.99864796,CPTP
0.151113017,-0.044822111,2.052696036,-0.021835727,0.982578995,0.99864796,TAS1R3
9.870572022,-0.015925259,0.218338951,-0.072938241,0.941855263,0.99864796,DVL1
0.240459647,0.064387936,1.305930421,0.049304262,0.960676823,0.99864796,MXRA8
48.53449372,-0.061127225,0.104550516,-0.584666896,0.558771717,0.99864796,AURKAIP1
72.58598719,0.04844632,0.094791323,0.511083911,0.609292301,0.99864796,CCNL2
32.21832137,0.07419575,0.135692795,0.54679211,0.584521564,0.99864796,MRPL20
0.481741357,-0.861684175,1.054081015,-0.817474334,0.413657411,0.99864796,TMEM88B
2.586138251,-1.551767863,0.607774326,-2.553197457,0.010673897,0.99864796,ATAD3C
2.138208219,0.210651308,0.411933717,0.511371851,0.609090701,0.99864796,ATAD3B
3.747593975,-0.351495561,0.362204956,-0.970432775,0.331830818,0.99864796,ATAD3A
0.554618386,-0.507527573,1.091976937,-0.464778656,0.642089974,0.99864796,TMEM240
85.65172753,0.019518526,0.080136415,0.24356625,0.807566769,0.99864796,SSU72
1.549500044,-0.251221305,0.497111946,-0.505361634,0.61330486,0.99864796,FNDC10
12.41752697,0.025901727,0.187507251,0.138137204,0.890131983,0.99864796,MIB2
4.019585328,-0.082047884,0.446264441,-0.183854854,0.854127322,0.99864796,MMP23B
94.54387096,-0.122681845,0.121789962,-1.007323125,0.313779521,0.99864796,CDK11B
55.34378061,-0.031041436,0.126042362,-0.2462778,0.805467194,0.99864796,SLC35E2B
49.0751525,0.030124064,0.177387542,0.169820629,0.865151203,0.99864796,CDK11A
139.7325441,-0.220083588,0.152237956,-1.445655166,0.148273945,0.99864796,NADK
176.3498377,-0.002220758,0.066776239,-0.033256713,0.973469873,0.99864796,GNB1
0.288852311,-1.377152948,1.709833164,-0.805431183,0.420570903,0.99864796,GABRD
0.245916701,-0.685996404,1.292033267,-0.530943298,0.595458072,0.99864796,PRKCZ
21.77506623,-0.518924546,0.161770547,-3.207781365,0.001337631,0.99864796,FAAP20
57.57181366,0.036765297,0.115572219,0.31811535,0.750397441,0.99864796,SKI
0.384549075,0.389947099,1.125634077,0.34642439,0.729023798,0.99864796,MORN1
49.38033445,-0.217595588,0.100850359,-2.157608464,0.030958286,0.99864796,RER1
0.28806644,1.629831959,2.523495072,0.645862945,0.518368119,0.99864796,PEX10
4.142851472,-0.373600502,0.40846863,-0.914636952,0.360382253,0.99864796,PLCH2
1.988252681,0.466503784,0.445545657,1.047039234,0.295081483,0.99864796,PANK4
71.89065327,0.025736979,0.083165143,0.309468346,0.756965288,0.99864796,TNFRSF14
5.843879623,0.345650737,0.329626778,1.048612429,0.294356533,0.99864796,PRXL2B
4.255051199,-0.479421312,0.386946115,-1.238987276,0.21535021,0.99864796,TTC34
6.261375145,0.004097772,0.299609643,0.013677036,0.989087644,0.99864796,MEGF6
34.66695729,-0.229293486,0.137794618,-1.664023525,0.096107728,0.99864796,TPRG1L
4.731803082,-0.246295974,0.323559171,-0.761208447,0.446532574,0.99864796,WRAP73
1.96598118,-0.291671188,0.473310377,-0.616236622,0.537738361,0.99864796,TP73
9.728756082,-0.056579238,0.355121792,-0.159323475,0.873414027,0.99864796,SMIM1
39.68086545,-0.175614718,0.113750201,-1.543862927,0.122621543,0.99864796,LRRC47
41.93722905,0.029954887,0.131800934,0.227273709,0.820210915,0.99864796,CEP104
9.205804368,0.196927134,0.231623326,0.850204241,0.395211544,0.99864796,DFFB
8.785876561,-0.214370428,0.248766662,-0.861732941,0.388834494,0.99864796,C1orf174
0.391900851,0.008342305,1.208819936,0.006901197,0.994493685,0.998891691,AJAP1
1.447959334,0.69242098,0.645063239,1.073415656,0.283084663,0.99864796,NPHP4
63.3318107,0.14561311,0.098760973,1.474399295,0.140374114,0.99864796,KCNAB2
279.4491884,0.093063754,0.084752629,1.098063339,0.272176832,0.99864796,RPL22
0.977048267,-0.839629622,0.814735779,-1.030554498,0.302749784,0.99864796,RNF207
6.842059217,0.097599962,0.252541477,0.386471021,0.699147861,0.99864796,ICMT
2.651433624,0.052959646,0.493976277,0.10721091,0.91462166,0.99864796,GPR153
1.636678575,0.316598915,0.509309908,0.621623317,0.534189585,0.99864796,ACOT7
1.064434946,-0.00560951,0.741712842,-0.007562913,0.993965726,0.998891691,HES2
18.81683966,-0.336757924,0.353762869,-0.951931233,0.341131858,0.99864796,ESPN
21.73072393,0.151651811,0.202289414,0.749677447,0.453448994,0.99864796,TNFRSF25
1.571970937,-0.22928484,0.551823243,-0.415504136,0.677772888,0.99864796,PLEKHG5
22.374317,-0.065906231,0.152801745,-0.431318578,0.666236744,0.99864796,NOL9
6.917302633,-0.27893858,0.234781553,-1.188077071,0.234803047,0.99864796,ZBTB48
29.97177352,-0.421732587,0.151563125,-2.782554052,0.005393288,0.99864796,KLHL21
4.655259045,0.065481226,0.316286825,0.207031152,0.83598553,0.99864796,PHF13
5.461716954,0.433943261,0.342921618,1.265429875,0.205717271,0.99864796,THAP3
7.55505862,-0.187744703,0.286615719,-0.6550398,0.51244213,0.99864796,DNAJC11
12.29545531,-0.366895372,0.242725353,-1.511565921,0.130644327,0.99864796,CAMTA1
30.60030684,0.149861584,0.128007531,1.170724745,0.241709435,0.99864796,VAMP3
3.971265088,0.622147988,0.363492155,1.711585734,0.086973039,0.99864796,PER3
4.293270938,0.343107483,0.515176529,0.665999835,0.505411206,0.99864796,UTS2
9.712613203,-0.036287719,0.266656217,-0.13608428,0.891754655,0.99864796,TNFRSF9
38.92713224,0.021527845,0.131673248,0.163494451,0.870129142,0.99864796,PARK7
